species siteclass vol0 vol1 age0 age1
PS SE32 13 14 12 13
PS SE32 14 14 13 14
PS SE32 14 14 14 15
PS SE32 14 15 15 16
PS SE32 15 15 16 16
PS SE32 3 4 2 3
PS SE32 4 6 3 4
PS SE32 6 8 4 5
PS SE32 8 9 5 6
PS SE32 9 10 6 7
PS SE32 10 11 7 8
PS SE32 12 13 10 11
PS SE32 11 12 9 1
PS SE32 2 3 1 2
PS SE32 12 13 10 11
PS SE32 13 13 11 12
PS SE32 13 14 12 13
PS SE32 14 14 13 14
PS SE32 14 14 14 15
PS SE32 14 15 15 16
PS SE32 15 15 16 16
PS SE32 3 4 2 3
PS SE32 4 6 3 4
PS SE32 6 8 4 5
PS SE32 11 11 8 9
PS SE32 9 10 6 7
PS SE32 10 11 7 8
PS SE32 11 11 8 9
PS SE32 11 12 9 1
PS SE32 11 12 9 1
PS SE32 2 3 1 2
PS SE32 12 13 10 11
PS SE32 13 13 11 12
PS SE32 13 14 12 13
PS SE32 14 14 13 14
PS SE32 14 14 14 15
PS SE32 14 15 15 16
PS SE32 15 15 16 16
PS SE32 3 4 2 3
PS SE32 4 6 3 4
PS SE32 6 8 4 5
PS SE32 8 9 5 6
PS SE32 9 10 6 7
PS SE32 10 11 7 8
PS SE32 11 11 8 9
PS SE32 11 12 9 1
PS SE32 2 3 1 2
PS SE32 12 13 10 11
PS SE32 13 13 11 12
PS SE32 13 14 12 13
PS SE32 14 14 13 14
PS SE32 14 14 14 15
PS SE32 14 15 15 16
PS SE32 15 15 16 16
PS SE32 3 4 2 3
PS SE32 4 6 3 4
PS SE32 6 8 4 5
PS SE32 8 9 5 6
PS SE32 14 14 14 15
PS SE32 14 15 15 16
PS SE32 15 15 16 16
PS SE32 3 4 2 3
PS SE32 4 6 3 4
PS SE32 6 8 4 5
PS SE32 8 9 5 6
PS SE32 8 9 5 6
PS SE32 9 10 6 7
PS SE32 10 11 7 8
PS SE32 11 11 8 9
PS SE32 15 15 16 16
PS SE32 3 4 2 3
PS SE32 4 6 3 4
PS SE32 6 8 4 5
PS SE32 8 9 5 6
PS SE32 9 10 6 7
PS SE32 10 11 7 8
PS SE32 11 12 9 1
PS SE32 2 3 1 2
PS SE32 12 13 10 11
PS SE32 13 14 12 13
PS SE32 14 14 13 14
PS SE32 14 14 14 15
PS SE32 14 15 15 16
PS SE32 10 11 7 8
PS SE32 11 11 8 9
PS SE32 13 13 11 12
PS SE32 9 10 6 7
PS SE33 2 4 1 2
PS SE33 17 17 12 13
PS SE33 17 17 13 14
PS SE33 17 17 14 15
PS SE33 17 17 10 11
PS SE33 17 17 16 16
PS SE33 4 7 2 3
PS SE33 7 9 3 4
PS SE33 9 10 4 5
PS SE33 10 12 5 6
PS SE33 12 14 6 7
PS SE33 14 15 7 8
PS SE33 15 16 8 9
PS SE33 16 17 9 1
PS SE33 2 4 1 2
PS SE33 17 17 10 11
PS SE33 17 17 11 12
PS SE33 17 17 15 16
PS SE33 17 17 13 14
PS SE33 17 17 14 15
PS SE33 17 17 15 16
PS SE33 17 17 16 16
PS SE33 4 7 2 3
PS SE33 7 9 3 4
PS SE33 17 17 11 12
PS SE33 17 17 12 13
PS SE33 17 17 13 14
PS SE33 17 17 14 15
PS SE33 17 17 15 16
PS SE33 17 17 16 16
PS SE33 17 17 12 13
PS SE33 7 9 3 4
PS SE33 9 10 4 5
PS SE33 10 12 5 6
PS SE33 12 14 6 7
PS SE33 14 15 7 8
PS SE33 15 16 8 9
PS SE33 16 17 9 1
PS SE33 2 4 1 2
PS SE33 17 17 10 11
PS SE33 17 17 11 12
PS SE33 7 9 3 4
PS SE33 9 10 4 5
PS SE33 10 12 5 6
PS SE33 12 14 6 7
PS SE33 14 15 7 8
PS SE33 15 16 8 9
PS SE33 16 17 9 1
PS SE33 2 4 1 2
PS SE33 17 17 10 11
PS SE33 17 17 11 12
PS SE33 17 17 12 13
PS SE33 17 17 13 14
PS SE33 17 17 14 15
PS SE33 17 17 15 16
PS SE33 17 17 16 16
PS SE33 4 7 2 3
PS SE33 7 9 3 4
PS SE33 9 10 4 5
PS SE33 10 12 5 6
PS SE33 12 14 6 7
PS SE33 14 15 7 8
PS SE33 15 16 8 9
PS SE33 16 17 9 1
PS SE33 9 10 4 5
PS SE33 10 12 5 6
PS SE33 12 14 6 7
PS SE33 14 15 7 8
PS SE33 15 16 8 9
PS SE33 16 17 9 1
PS SE33 4 7 2 3
PS SE33 17 17 12 13
PS SE33 2 4 1 2
PS SE33 17 17 10 11
PS SE33 17 17 11 12
PS SE33 17 17 16 16
PS SE33 17 17 13 14
PS SE33 17 17 14 15
PS SE33 17 17 15 16
PS SE33 4 7 2 3
